Month_Year,Open,Close,Low,High,Adj Close,Volume
2010-06,22.395000500000002,23.8599995,20.42,27.71,23.8599995,17976700.0
2010-07,20.073333523809524,19.558094999999998,18.816190190476192,20.63999980952381,19.558094999999998,3075038.095238095
2010-08,19.545454681818182,19.51090940909091,19.08045459090909,19.91,19.51090940909091,683554.5454545454
2010-09,20.779047904761903,20.74047619047619,20.30904757142857,21.276190476190475,20.74047619047619,859328.5714285715
2010-10,20.723333333333333,20.713333428571428,20.425714142857142,20.99285738095238,20.713333428571428,311800.0
2010-11,28.587143047619048,29.041905095238093,27.728571428571428,29.87000014285714,29.041905095238093,1348338.0952380951
2010-12,30.674090545454547,30.28863590909091,29.56863627272727,31.28363631818182,30.28863590909091,1676950.0
2011-01,25.80749995,25.643,25.139500050000002,26.178999750000003,25.643,1421005.0
2011-02,23.395263,23.333684157894737,22.82999994736842,23.886841947368424,23.333684157894737,1542289.4736842106
2011-03,23.64086965217391,23.70869569565217,23.230434869565215,24.069565217391304,23.70869569565217,1415795.652173913
2011-04,26.289500099999998,26.165999999999997,25.63949985,26.723500350000002,26.165999999999997,1494745.0
2011-05,27.63523838095238,27.612857142857145,26.92047604761905,28.12047638095238,27.612857142857145,1445180.9523809524
2011-06,28.079545863636362,27.884091045454547,27.420454318181818,28.69318168181818,27.884091045454547,1805786.3636363635
2011-07,28.476499949999997,28.4139999,27.989499799999997,28.9880001,28.4139999,1055105.0
2011-08,24.996956608695655,24.819565043478264,24.14,25.63434795652174,24.819565043478264,1183291.3043478262
2011-09,24.634761904761906,24.60952371428571,23.960476333333332,25.213809666666666,24.60952371428571,858166.6666666666
2011-10,27.189047857142857,27.498571476190477,26.651904714285717,27.912857,27.498571476190477,1031552.380952381
2011-11,31.79095223809524,32.079999904761905,31.135714142857143,32.64190514285714,32.079999904761905,1230800.0
2011-12,30.023333571428573,29.979999761904764,29.380000095238096,30.573809619047616,29.979999761904764,1006119.0476190476
2012-01,27.7560002,27.49000005,26.959500049999995,28.270499949999998,27.49000005,1280495.0
2012-02,32.514499799999996,32.7619999,31.81750005,33.20849995,32.7619999,1159680.0
2012-03,35.134999590909096,35.24090954545455,34.58227263636363,35.784091181818184,35.24090954545455,1007431.8181818182
2012-04,33.64999995,33.4950003,32.9779994,34.133500549999994,33.4950003,1137645.0
2012-05,31.060000045454547,30.773636136363635,30.14000022727273,31.71499990909091,30.773636136363635,1553877.2727272727
2012-06,30.706666380952385,30.62333328571429,29.908571142857145,31.387142904761905,30.62333328571429,1244147.619047619
2012-07,31.184762047619046,31.04190480952381,30.395714380952384,31.908571285714288,31.04190480952381,1549685.7142857143
2012-08,29.082608695652173,29.044782739130433,28.46434773913043,29.653043391304347,29.044782739130433,1064439.1304347827
2012-09,29.268947263157894,29.304210578947366,28.774210578947372,29.94473684210526,29.304210578947366,1752373.6842105263
2012-10,28.549523999999998,28.34333304761905,27.90904785714286,28.847142619047617,28.34333304761905,839090.4761904762
2012-11,31.42428557142857,31.73285719047619,30.927142904761904,32.182857047619045,31.73285719047619,1131471.4285714286
2012-12,34.0949994,34.1755,33.70699985,34.6624998,34.1755,1085715.0
2013-01,35.16190457142857,35.18857138095238,34.61380952380952,35.656190476190474,35.18857138095238,1355457.142857143
2013-02,37.52842115789473,37.36631594736842,36.82631578947369,38.15052610526316,37.36631594736842,2329263.1578947366
2013-03,37.00449985,37.04300015,36.534500300000005,37.631000549999996,37.04300015,1482750.0
2013-04,45.93045440909091,46.23545454545455,45.039545227272725,47.401363636363634,46.23545454545455,3706731.8181818184
2013-05,81.51818240909091,81.39909081818182,77.62409131818183,85.10045468181818,81.39909081818182,15055495.454545455
2013-06,100.2335003,100.48050035,97.7550004,102.82599984999999,100.48050035,8955735.0
2013-07,122.83636436363636,123.15499913636363,119.5568179090909,125.92954495454545,123.15499913636363,10433100.0
2013-08,149.91363459090908,150.4068167727273,146.89636445454545,153.28954595454545,150.4068167727273,11784845.454545455
2013-09,172.99200055,173.97249825,170.28249915,176.23849875000002,173.97249825,8560530.0
2013-10,176.06260756521738,174.68739056521738,170.29434669565217,179.43565104347826,174.68739056521738,11237165.217391305
2013-11,138.2995002,137.25649945,133.46650085000002,141.30399740000001,137.25649945,15419425.0
2013-12,144.62380942857143,144.8099997142857,142.08714542857143,148.0214290952381,144.8099997142857,9411328.57142857
2014-01,162.74238223809525,164.05190466666667,159.3961909047619,167.42237857142857,164.05190466666667,8758680.952380951
2014-02,206.2399982631579,206.0231572631579,201.48894942105264,211.27421173684212,206.0231572631579,11892321.05263158
2014-03,235.82380885714286,233.14666666666668,229.26047699999998,239.06047633333333,233.14666666666668,7937409.523809524
2014-04,208.24142976190475,208.28761871428574,201.94714285714286,213.31285666666668,208.28761871428574,7867038.095238095
2014-05,198.90000042857142,199.67428590476192,195.74619176190475,203.3857138095238,199.67428590476192,6419528.571428572
2014-06,218.37428647619046,219.65857071428573,215.78142876190478,223.09047657142855,219.65857071428573,5874414.285714285
2014-07,223.98772713636365,223.24590995454545,220.17272740909092,227.45818327272727,223.24590995454545,4906940.909090909
2014-08,254.41761923809523,255.5876195238095,252.04190576190476,258.40999857142856,255.5876195238095,5468914.285714285
2014-09,266.0528549047619,264.9109540952381,260.96095347619047,269.4476202380952,264.9109540952381,6326109.523809524
2014-10,240.03347973913043,239.38174034782608,234.90695530434783,243.51782617391302,239.38174034782608,6610978.260869565
2014-11,246.50157963157892,246.58315794736845,242.86105342105265,250.00157963157892,246.58315794736845,5669568.421052632
2014-12,218.84045472727274,218.6613638181818,215.1277258181818,222.3372713181818,218.6613638181818,5770281.818181818
2015-01,202.9025009,203.25549925,199.3269998,206.3019989,203.25549925,4510255.0
2015-02,209.65315805263157,210.67315915789473,206.80315921052633,213.6373667368421,210.67315915789473,5616710.52631579
2015-03,195.45818263636363,194.71818404545456,191.946364,197.97545404545454,194.71818404545456,5590459.090909091
2015-04,210.7942860952381,211.61142838095236,208.78380909523807,214.48857114285715,211.61142838095236,4711671.428571428
2015-05,241.24599925,242.22049944999998,238.28599939999998,244.91050030000002,242.22049944999998,4456390.0
2015-06,255.9813649090909,257.0018220454545,253.951819,259.20545327272725,257.0018220454545,2976050.0
2015-07,266.8049981818182,266.5995470454545,262.6454516818182,270.09454477272726,266.5995470454545,3639136.3636363638
