Month_Year,Open,Close,Low,High,Adj Close,Volume
2015-08,243.78333185714285,244.55047461904763,238.73618933333333,249.40999857142856,244.55047461904763,5488766.666666667
2015-09,253.34666652380952,252.90619109523809,248.98190380952383,256.6214301904762,252.90619109523809,3823242.8571428573
2015-10,223.11136281818182,221.9827285,217.82409045454548,226.2731815909091,221.9827285,4582363.636363637
2015-11,220.6409995,220.88200075,217.09050069999998,224.00850065,220.88200075,3924420.0
2015-12,230.10045554545457,230.17181945454547,226.8290897727273,233.62090995454545,230.17181945454547,2720250.0
2016-01,206.96157926315792,204.56210489473685,200.28736963157894,209.11894857894737,204.56210489473685,4170905.263157895
2016-02,169.81249925,169.66999965,163.81149975,175.373999,169.66999965,6685290.0
2016-03,215.0004535909091,216.14727286363635,211.27090804545458,219.9568175909091,216.14727286363635,4678272.7272727275
2016-04,251.14190457142857,250.9590496666667,246.24428600000002,255.8771406190476,250.9590496666667,6452728.571428572
2016-05,218.02047576190475,216.6338094761905,213.57809523809524,220.94285657142856,216.6338094761905,4919404.761904762
2016-06,214.7399999090909,214.8390898636364,211.56090904545454,218.39636363636365,214.8390898636364,5530581.818181818
2016-07,221.45100084999999,223.37899865,219.53400034999999,225.63149945,223.37899865,3703195.0
2016-08,224.92391360869564,223.73434656521738,222.02912969565216,226.65913060869568,223.73434656521738,2708308.695652174
2016-09,203.01428585714288,202.2561907142857,199.99619052380953,205.38285609523808,202.2561907142857,3363423.8095238097
2016-10,202.9828591904762,201.68333371428574,199.50285785714286,204.88809628571428,201.68333371428574,4387276.19047619
2016-11,189.54190347619047,189.1576189047619,186.10333404761906,192.54809561904761,189.1576189047619,4708857.142857143
2016-12,199.56761971428574,200.55285566666666,197.5642839047619,202.97714228571428,200.55285566666666,4190161.904761905
2017-01,237.9360001,239.32049875,235.20699925,241.3494995,239.32049875,5033980.0
2017-02,262.8331587894737,263.71105794736843,259.91789489473683,266.9231592105263,263.71105794736843,6291578.947368421
2017-03,257.75826169565215,258.156522,255.1547844782609,261.14826104347827,258.156522,4653708.695652174
2017-04,303.69789684210525,304.7584244210526,300.32157652631577,307.91000042105264,304.7584244210526,6155294.736842105
2017-05,315.78772804545457,316.52409090909094,311.4977293636364,320.4590912272727,316.52409090909094,6729377.2727272725
2017-06,366.78227218181814,365.80363454545454,359.88727081818183,370.9363624545454,365.80363454545454,8452322.727272727
2017-07,331.1209991,328.8049987,322.95400095,335.35850215,328.8049987,9082000.0
2017-08,350.3630436956522,350.87521495652175,345.9091279130435,354.9552160869565,350.87521495652175,5953982.608695652
2017-09,359.16249695,357.85700069999996,353.41000214999997,363.47149805,357.85700069999996,5575635.0
2017-10,344.5568196363636,344.68318177272727,340.128185,348.99363704545453,344.68318177272727,5592577.2727272725
2017-11,310.5657130952381,310.19190190476195,304.9509524761905,314.53857266666665,310.19190190476195,7086323.80952381
2017-12,322.72050175,322.841005,318.6864976,327.0715026,322.841005,5494235.0
2018-01,336.88809642857143,338.5833349047619,332.68666580952384,342.84142485714284,338.5833349047619,5917690.476190476
2018-02,336.31683989473686,335.7773694210526,330.16263463157895,342.6721045263158,335.7773694210526,5746842.105263158
2018-03,317.4280947619048,315.9833345714286,309.66381033333334,323.22809261904763,315.9833345714286,7488976.19047619
2018-04,288.4723800952381,289.772854,282.6590467619048,295.5709562857143,289.772854,9062419.047619049
2018-05,289.1990926363637,289.85227545454546,285.21408913636367,294.62454495454546,289.85227545454546,7071731.818181818
2018-06,334.9638090952381,335.6004769523809,328.70618695238096,342.6623825238095,335.6004769523809,10163100.0
2018-07,313.6295224285715,311.9747619047619,305.37428638095236,318.21476233333334,311.9747619047619,8206104.761904762
2018-08,330.0452177391304,331.21435008695653,323.1956547826087,337.7143501304348,331.21435008695653,12059139.130434783
2018-09,288.94158136842105,290.1478913157895,283.2999959473684,295.8878961052631,290.1478913157895,10319757.894736841
2018-10,286.42913030434784,284.99304269565215,276.7639133478261,293.14130434782606,284.99304269565215,12450465.217391305
2018-11,342.7842842857143,344.49523928571426,337.6233331904762,349.8161882380952,344.49523928571426,6334242.857142857
2018-12,346.0189482631579,344.10947457894736,336.2147377368421,352.8436856842105,344.10947457894736,7707957.894736842
2019-01,316.69095280952376,318.4942844761905,310.4595220952381,323.51380857142857,318.4942844761905,8364385.714285715
2019-02,307.1968432105263,307.72842084210527,302.60736726315787,311.7542097894737,307.72842084210527,6765794.736842105
2019-03,278.8709527142857,277.7571395714286,273.44952476190474,282.7261905238095,277.7571395714286,10180642.857142856
2019-04,267.01761809523805,266.65571595238094,262.3161918571429,270.81333704761903,266.65571595238094,10988466.666666666
2019-05,220.53636513636366,219.71545422727274,215.39500068181817,224.29909018181817,219.71545422727274,12845400.0
2019-06,213.2805,213.7165001,209.48350145,218.08199770000002,213.7165001,10747965.0
2019-07,241.2300004090909,242.38227290909091,238.20727268181818,244.98863636363637,242.38227290909091,9062145.454545455
2019-08,225.9454560909091,225.10272704545457,221.6590909090909,228.98500054545454,225.10272704545457,6079750.0
2019-09,237.07050095,237.2614983,233.0584992,241.22549899999999,237.2614983,6788765.0
2019-10,263.9452183043478,266.3547840434783,260.6282626956522,270.00347647826084,266.3547840434783,9912286.956521738
2019-11,338.8070007,338.3,333.8894989,342.57899925000004,338.3,7888540.0
2019-12,374.6961888095238,377.6947631904762,371.01237995238097,381.73761995238095,377.6947631904762,9860952.38095238
2020-01,523.0452386666666,528.6590503809524,514.690000952381,536.4285714285714,528.6590503809524,19391357.14285714
2020-02,673.690002,780.0,673.52002,786.140015,780.0,47065000.0
